グループ	MapID	ソート用	マップ上の名前	名前	CAS	PubChem	KEGG	Inchikey	ChEBI	HMDB	Lipidmaps	lipid categories No.
Shimadzu	LipidMediator	14,15-EET-EA	14,15-EET-EA	14,15-EET-EA				WYVHLKMCZZDTOU-ILYOTBPNSA-N			LMFA08040035	
Shimadzu	LipidMediator	5,6-DHET	5,6-DHET	5,6-DHET	213382-49-1		C14772	GFNYAPAJUNPMGH-QNEBEIHSSA-N			LMFA03050004	
Shimadzu	LipidMediator	13-HOTrE	13-HOTrE	13-HOTrE	87984-82-5		C16316	KLLGGGQNRTVBSU-UHFFFAOYSA-N			LMFA02000051	
Shimadzu	LipidMediator	18-HEPE	18-HEPE	18-HEPE	141110-17-0			LRWYBGFSVUBWMO-UXNZXXPISA-N;LRWYBGFSVUBWMO-UXNZXXPISA-M			LMFA03070033	
Shimadzu	LipidMediator	19-HETE	19-HETE	19-HETE	115461-40-0			XFUXZHQUWPFWPR-UHFFFAOYSA-N				
Shimadzu	LipidMediator	15-deoxy-delta-12,14-PGJ2	15-deoxy-delta-12,14-PGJ2	15-deoxy-delta-12,14-PGJ2	87893-55-8		C14717	VHRUMKCAEVRUBK-GODQJPCRSA-N;VHRUMKCAEVRUBK-UHFFFAOYSA-N;VHRUMKCAEVRUBK-IMTKWVLRSA-N			LMFA03010021	
Shimadzu	LipidMediator	20-HETE	20-HETE	20-HETE	79551-86-3		C14748	NNDIXBJHNLFJJP-DTLRTWKJSA-N;NNDIXBJHNLFJJP-UHFFFAOYSA-N			LMFA03060009	
Shimadzu	LipidMediator	11,12-EET-EA	11,12-EET-EA	11,12-EET-EA				TYRRSRADDAROSO-KROJNAHFSA-N			LMFA08040034	
Shimadzu	LipidMediator	15-HEPE	15-HEPE	15-HEPE	86282-92-0			WLKCSMCLEKGITB-DBVSHIMFSA-N;WLKCSMCLEKGITB-UHFFFAOYSA-N			LMFA03070009	
Shimadzu	LipidMediator	11-HEPE	11-HEPE		156473-26-6			IDEHSDHMEMMYIR-WSAGHCNZSA-N			LMFA03070030	
Shimadzu	LipidMediator	18-HETE	18-HETE	18-HETE	133268-58-3			PPCHNRUZQWLEMF-XBOCNYGYSA-N			LMFA03060092	
Shimadzu	LipidMediator	8-HEPE	8-HEPE		118492-81-2			WLOUCHKFBGGNEB-UHFFFAOYSA-N			LMFA03070028	
Shimadzu	LipidMediator	13-HpOTrE	13-HpOTrE		67597-26-6		C04785	UYQGVDXDXBAABN-FQSPHKRJSA-N;UYQGVDXDXBAABN-UHFFFAOYSA-N			LMFA02000052	
Shimadzu	LipidMediator	8,9-EET-EA	8,9-EET-EA	8,9-EET-EA				BXHPMUQFGGSDAK-TYAUOURKSA-N			LMFA08040033	
Shimadzu	LipidMediator	9-HEPE	9-HEPE		141545-44-0			OXOPDAZWPWFJEW-IMCWFPBLSA-N			LMFA03070029	
Shimadzu	LipidMediator	17-HETE	17-HETE	17-HETE	128914-47-6			OPPIPPRXLIDJKN-JPURVOHMSA-N;OPPIPPRXLIDJKN-UHFFFAOYSA-N			LMFA03060091	
Shimadzu	LipidMediator	12-HEPE	12-HEPE	12-HEPE	116180-17-7			MCRJLMXYVFDXLS-UHFFFAOYSA-N			LMFA03070031	
Shimadzu	LipidMediator	5,6-EET-EA	5,6-EET-EA	5,6-EET-EA				RTDIKSCKKJORSI-QNEBEIHSSA-N			LMFA08040032	
Shimadzu	LipidMediator	16-HETE	16-HETE	16-HETE	128914-46-5			JEKNPVYFNMZRJG-UFINWASNSA-N;JEKNPVYFNMZRJG-UHFFFAOYSA-N				
Shimadzu	LipidMediator	5-HEPE	5-HEPE	5-HEPE	92008-51-0			FTAGQROYQYQRHF-UHFFFAOYSA-N			LMFA03070027	
Shimadzu	LipidMediator	Lyso-PAF	Lyso-PAF	Lyso-PAF	52691-62-0		C13903	VLBPIWYTPAXCFJ-UHFFFAOYSA-N;VLBPIWYTPAXCFJ-XMMPIXPASA-N			LMGP01060010	
Shimadzu	LipidMediator	15-HpEPE	15-HpEPE	15-HpEPE	125992-60-1			FPMFSFWYWZLDKP-XWJJKCKWSA-N				
Shimadzu	LipidMediator	13-HODE	13-HODE	13-HODE	29623-28-7		C14762	HNICUWMFWZBIFP-IRQZEAMPSA-N;HNICUWMFWZBIFP-UHFFFAOYSA-N			LMFA02000228	
Shimadzu	LipidMediator	9-HODE	9-HODE	9-HODE	73543-67-6		C14767	NPDSHTNEKLQQIJ-UINYOVNOSA-N;NPDSHTNEKLQQIJ-SIGMCMEVSA-N;NPDSHTNEKLQQIJ-UHFFFAOYSA-N			LMFA02000188	
Shimadzu	LipidMediator	12-HpEPE	12-HpEPE	12-HpEPE	103239-14-1			HDMYXONNVAOHFR-QGQBRVLBSA-N				
Shimadzu	LipidMediator	20-HDHA	20-HDHA	20-HDoHE	90906-41-5			YUZXOJOCNGKDNI-LFVREGEGSA-N;YUZXOJOCNGKDNI-UHFFFAOYSA-N			LMFA04000033	
Shimadzu	LipidMediator	15-HETE-d8	15-HETE-d8		84807-87-4			JSFATNQSLKRBCI-JCAMWLGVSA-N;JSFATNQSLKRBCI-UHFFFAOYSA-N			LMFA03060080	
Shimadzu	LipidMediator	5-HpEPE	5-HpEPE	5-HpEPE	143292-98-2			NKXYOIJDQPQELO-FCWZHQICSA-N				
Shimadzu	LipidMediator	15-HETE	15-HETE	15-HETE	54845-95-3		C04742;D08931	JSFATNQSLKRBCI-VAEKSGALSA-N;JSFATNQSLKRBCI-UHFFFAOYSA-N;GQHZVWMHPQXBIA-UHFFFAOYSA-N			LMFA03060001	
Shimadzu	LipidMediator	17,18-EpETE	17,18-EpETE	17,18-EpETE				GPQVVJQEBXAKBJ-JPURVOHMSA-N;GPQVVJQEBXAKBJ-IXEYAUFLSA-N			LMFA03000004	
Shimadzu	LipidMediator	9-HpODE	9-HpODE	9-HpODE	5502-91-0		C14827	JGUNZIWGNMQSBM-ZJHFMPGASA-N;JGUNZIWGNMQSBM-UHFFFAOYSA-N			LMFA02000012;LMFA02000100	
Shimadzu	LipidMediator	13-KODE	13-KODE	13-KODE	54739-30-9		C14765	JHXAZBBVQSRKJR-BSZOFBHHSA-N;JHXAZBBVQSRKJR-UHFFFAOYSA-N			LMFA02000016	
Shimadzu	LipidMediator	13-HpODE	13-HpODE	13-HpODE	33964-75-9		C04717	JDSRHVWSAMTSSN-IRQZEAMPSA-N;JDSRHVWSAMTSSN-KDFHGORWSA-N;JDSRHVWSAMTSSN-UHFFFAOYSA-N			LMFA02000034;LMFA02000099	
Shimadzu	LipidMediator	16-HDHA	16-HDHA	16-HDoHE	90780-51-1			CSXQXWHAGLIFIH-UHFFFAOYSA-N				
Shimadzu	LipidMediator	17-HDHA	17-HDHA	17-HDoHE	90780-52-2			SWTYBBUBEPPYCX-VIIQGJSXSA-N;SWTYBBUBEPPYCX-NGJSVXFXSA-N;SWTYBBUBEPPYCX-UHFFFAOYSA-N			LMFA04000032	
Shimadzu	LipidMediator	9-KODE	9-KODE	9-KODE	54232-59-6		C14766	LUZSWWYKKLTDHU-UHFFFAOYSA-N			LMFA02000274	
Shimadzu	LipidMediator	11-HETE	11-HETE	11-HETE	54886-50-9			GCZRCCHPLVMMJE-UHFFFAOYSA-N			LMFA03060085;LMFA03060061;LMFA03060062	
Shimadzu	LipidMediator	13-HDHA	13-HDHA	13-HDoHE	90780-53-3			SEVOKGDVLLIUMT-UHFFFAOYSA-N				
Shimadzu	LipidMediator	10-HDHA	10-HDHA	10-HDoHE	90780-50-0			DDCYKEYDTGCKAS-UHFFFAOYSA-N				
Shimadzu	LipidMediator	8-HETE	8-HETE	8-HETE	98462-03-4		C14776	NLUNAYAEIJYXRB-VYOQERLCSA-N;NLUNAYAEIJYXRB-MWVQPJOYSA-N;NLUNAYAEIJYXRB-UHFFFAOYSA-N			LMFA03060006	
Shimadzu	LipidMediator	12-HETE-d8	12-HETE-d8		84807-90-9			ZNHVWPKMFKADKW-JDSVXTPNSA-N				
Shimadzu	LipidMediator	14-HDHA	14-HDHA	14-HDoHE	87042-40-8			ZNEBXONKCYFJAF-UHFFFAOYSA-N				
Shimadzu	LipidMediator	15-KETE	15-KETE	15-KETE	81416-72-0		C04577	YGJTUEISKATQSM-USWFWKISSA-N;YGJTUEISKATQSM-UHFFFAOYSA-N;VASUPUZUEGUMNY-SILNSSARSA-N;YGJTUEISKATQSM-CHCUHQEOSA-N			LMFA03060051	
Shimadzu	LipidMediator	15-HpETE	15-HpETE	15-HpETE	70981-96-3		C05966	BFWYTORDSFIVKP-VAEKSGALSA-N;BFWYTORDSFIVKP-NLORQXDXSA-N;BFWYTORDSFIVKP-UHFFFAOYSA-N;BFWYTORDSFIVKP-QUFQRZHPSA-N			LMFA03060014	
Shimadzu	LipidMediator	14,15-EpETE	14,15-EpETE	14,15-EpETE	131339-24-7			RGZIXZYRGZWDMI-QXBXTPPVSA-N			LMFA03000003	
Shimadzu	LipidMediator	12-HETE	12-HETE	12-HETE	54397-83-0		C14777	ZNHVWPKMFKADKW-LQWMCKPYSA-N;ZNHVWPKMFKADKW-GIZKKEBHSA-N;ZNHVWPKMFKADKW-UHFFFAOYSA-N;TYCYGLFFOSNBLU-UHFFFAOYSA-N;ZNHVWPKMFKADKW-XMWPZNECSA-N			LMFA03060007	
Shimadzu	LipidMediator	11-HDHA	11-HDHA	11-HDoHE	87018-59-5			LTERDCBCHFKFRI-BGKMTWLOSA-N;LTERDCBCHFKFRI-UHFFFAOYSA-N			LMFA04000028	
Shimadzu	LipidMediator	7-HDHA	7-HDHA	7-HDoHE	90780-55-5			OZXAIGIRPOOJTI-UHFFFAOYSA-N				
Shimadzu	LipidMediator	9-HETE	9-HETE	9-HETE	79495-85-5			KATOYYZUTNAWSA-OIZRIKEUSA-N;KATOYYZUTNAWSA-UHFFFAOYSA-N			LMFA03060089	
Shimadzu	LipidMediator	5-HETE-d8	5-HETE-d8		330796-62-8			KGIJOOYOSFUGPC-IWMWOOIASA-N				
Shimadzu	LipidMediator	8-HDHA	8-HDHA	8-HDoHE	90780-54-4			ZHBVYDMSPDDAKE-VTIZNUJUSA-N				
Shimadzu	LipidMediator	5-HETE	5-HETE	5-HETE	70608-72-9		C04805	KGIJOOYOSFUGPC-JGKLHWIESA-N;KGIJOOYOSFUGPC-SSTLJLGOSA-N;KGIJOOYOSFUGPC-UHFFFAOYSA-N;KGIJOOYOSFUGPC-HJNFCQDVSA-N			LMFA03060002	
Shimadzu	LipidMediator	17-HpDHA	17-HpDHA		123673-33-6			BNHQALRBDJVUQB-VIIQGJSXSA-N				
Shimadzu	LipidMediator	15-HETrE	15-HETrE	15-HETrE	92693-02-2			IUKXMNDGTWTNTP-RHDCIPCHSA-N				
Shimadzu	LipidMediator	PAF-d4	PAF-d4		211106-54-6			HVAUUPRFYPCOCA-VGOTWLLUSA-N				
Shimadzu	LipidMediator	PAF	PAF	PAF	74389-68-7			HVAUUPRFYPCOCA-AREMUKBSSA-N				
Shimadzu	LipidMediator	8-HETrE	8-HETrE		889573-69-7			SKIQVURLERJJCK-SFULQBOPSA-N				
Shimadzu	LipidMediator	12-HpETE	12-HpETE	12-HpETE	71774-10-2		C05965	ZIOZYRSDNLNNNJ-LQWMCKPYSA-N;ZIOZYRSDNLNNNJ-UHFFFAOYSA-N			LMFA03060013	
Shimadzu	LipidMediator	12-KETE	12-KETE	12-KETE	108437-64-5		C14807	GURBRQGDZZKITB-VXBMJZGYSA-N;GURBRQGDZZKITB-GIZKKEBHSA-N;GURBRQGDZZKITB-UHFFFAOYSA-N			LMFA03060019	
Shimadzu	LipidMediator	5,6-DHET-lactone	5,6-DHET-lactone	5,6-DHET-lactone	213126-92-2			FVXUUVSFGPLNBJ-GSKBNKFLSA-N				
Shimadzu	LipidMediator	4-HDHA	4-HDHA	4-HDoHE	90906-40-4			IFRKCNPQVIJFAQ-UHFFFAOYSA-N				
Shimadzu	LipidMediator	5-HpETE	5-HpETE	5-HpETE	71774-08-8		C05356	JNUUNUQHXIOFDA-JGKLHWIESA-N			LMFA03060012	
Shimadzu	LipidMediator	12,13-EpOME	12,13-EpOME	12,13-EpOME				CCPPLLJZDQAOHD-FLIBITNWSA-N			LMFA02000038	
Shimadzu	LipidMediator	9,10-EpOME	9,10-EpOME	9,10-EpOME				FBUKMFOXMZRGRB-XKJZPFPASA-N				
Shimadzu	LipidMediator	19,20-EpDPA	19,20-EpDPA					OSXOPUBJJDUAOJ-MWEXLPNRSA-N				
Shimadzu	LipidMediator	14,15-EET	14,15-EET	14,15-EET			C14771	JBSCUHKPLGKXKH-ILYOTBPNSA-N			LMFA03080005	
Shimadzu	LipidMediator	5-KETE	5-KETE	5-KETE	106154-18-1		C14732	MEASLHGILYBXFO-UHFFFAOYSA-N			LMFA03060011	
Shimadzu	LipidMediator	Azelaoyl-PAF	Azelaoyl-PAF		354583-69-0			ZDFOCDTXDPKJKA-WJOKGBTCSA-N				
Shimadzu	LipidMediator	11-HEDE	11-HEDE		330800-90-3			HDMIRVFIVOGVIC-YTLDOUCOSA-N				
Shimadzu	LipidMediator	16,17-EpDPA	16,17-EpDPA		155073-46-4			BCTXZWCPBLWCRV-QCAYAECISA-N				
Shimadzu	LipidMediator	15-HEDE	15-HEDE	15-HEDE	77159-57-0			ZTRWPEHMGCHTIT-QWAPPMFBSA-N;ZTRWPEHMGCHTIT-UHFFFAOYSA-N				
Shimadzu	LipidMediator	11,12-EET-d11	11,12-EET-d11					DXOYQVHGIODESM-RTPNYERZSA-N				
Shimadzu	LipidMediator	AEA	AEA	AEA	94421-68-8		C11695	LGEQQWMQCRIYKG-DOFZRALJSA-N;LGEQQWMQCRIYKG-CGRWFSSPSA-N;LGEQQWMQCRIYKG-UHFFFAOYSA-N			LMFA08040001	
Shimadzu	LipidMediator	11,12-EET	11,12-EET	11,12-EET	123931-40-8		C14770	DXOYQVHGIODESM-ATELOPIESA-N			LMFA03080004	
Shimadzu	LipidMediator	5-HETrE	5-HETrE		195061-94-0			LSADDRSUZRRBAN-SRMUOKRHSA-N				
Shimadzu	LipidMediator	8,9-EET	8,9-EET	8,9-EET			C14769	DBWQSCSXHFNTMO-TYAUOURKSA-N			LMFA03080003	
Shimadzu	LipidMediator	5,6-EET	5,6-EET	5,6-EET	87173-80-6		C14768	VBQNSZQZRAGRIX-QNEBEIHSSA-N			LMFA03080002	
Shimadzu	LipidMediator	15-KEDE	15-KEDE	15-KEDE	105835-44-7			QZCMHXPXGACWLJ-QWAPPMFBSA-N			LMFA01060073	
Shimadzu	LipidMediator	OEA-d4	OEA-d4		946524-36-3			BOWVQLFMWHZBEF-QAFBOUAWSA-N				
Shimadzu	LipidMediator	OEA	OEA		111-58-0			BOWVQLFMWHZBEF-KTKRTIGZSA-N			LMFA08040015	
Shimadzu	LipidMediator	EPA	EPA	EPA	10417-94-4		C06428;D08061	JAZBEHYOTPTENJ-JLNKQSITSA-N			LMFA01030759	
Shimadzu	LipidMediator	DHA	DHA	DHA	6217-54-5			MBMBGCFOFBJSGT-KUBAVDMBSA-N				
Shimadzu	LipidMediator	AA-d8	AA-d8		69254-37-1			YZXBAPSDXZZRGB-FBFLGLDDSA-N;YZXBAPSDXZZRGB-IEJSZXIUSA-N			LMFA01030003	
Shimadzu	LipidMediator	AA	AA	AA	506-32-1			JCEZJHOHMHDSJO-UHFFFAOYSA-N;XJGFWWJLMVZSIG-UHFFFAOYSA-N				
Shimadzu	LipidMediator	13,14-dihydro-15-keto-PGF1a	13,14-dihydro-15-keto-PGF1a	13,14-dihydro-15-keto-PGF1a								
Shimadzu	LipidMediator	13,14-dihydro-15-keto-tetranor-PGF2a	13,14-dihydro-15-keto-tetranor-PGF2a	13,14-dihydro-15-keto-tetranor-PGF2a								
Shimadzu	LipidMediator	14,15-LTA4	14,15-LTA4	14,15-LTA4								
Shimadzu	LipidMediator	14,15-LTD4	14,15-LTD4	14,15-LTD4								
Shimadzu	LipidMediator	15-keto-PGD2	15-keto-PGD2	15-keto-PGD2								
Shimadzu	LipidMediator	1a1b-dihomo-PGF2a	1a1b-dihomo-PGF2a	1a1b-dihomo-PGF2a								
Shimadzu	LipidMediator	2,3-dinor-8-iso-PGF1a	2,3-dinor-8-iso-PGF1a	2,3-dinor-8-iso-PGF1a								
Shimadzu	LipidMediator	20-carboxy-AA	20-carboxy-AA	20-carboxy-AA								
Shimadzu	LipidMediator	20-HETE-EA	20-HETE-EA	20-HETE-EA								
Shimadzu	LipidMediator	2-AG	2-AG	2-AG								
Shimadzu	LipidMediator	5,6-EpETE	5,6-EpETE	5,6-EpETE								
Shimadzu	LipidMediator	6-trans-12-epi-LTB4	6-trans-12-epi-LTB4	6-trans-12-epi-LTB4								
Shimadzu	LipidMediator	8,12--iso-iPGF2a-VI	8,12--iso-iPGF2a-VI	8,12--iso-iPGF2a-VI								
Shimadzu	LipidMediator	8-iso-PGH2	8-iso-PGH2	8-iso-PGH2								
Shimadzu	LipidMediator	Adrenic acid	Adrenic acid	Adrenic acid								
Shimadzu	LipidMediator	ALA	ALA	ALA								
Shimadzu	LipidMediator	delta-12-PGJ2	delta-12-PGJ2	delta-12-PGJ2								
Shimadzu	LipidMediator	DGLA	DGLA	DGLA								
Shimadzu	LipidMediator	EDA	EDA	EDA								
Shimadzu	LipidMediator	GLA	GLA	GLA								
Shimadzu	LipidMediator	LA	LA	LA								
Shimadzu	LipidMediator	LTA4	LTA4	LTA4								
Shimadzu	LipidMediator	PGC2	PGC2	PGC2								
Shimadzu	LipidMediator	PGG2	PGG2	PGG2								
Shimadzu	LipidMediator	PGH1	PGH1	PGH1								
Shimadzu	LipidMediator	PGH2	PGH2	PGH2								
Shimadzu	LipidMediator	PGH2-EA	PGH2-EA	PGH2-EA								
Shimadzu	LipidMediator	PGH3	PGH3	PGH3								
Shimadzu	LipidMediator	PGI2	PGI2	PGI2								
Shimadzu	LipidMediator	PGI2-EA	PGI2-EA	PGI2-EA								
Shimadzu	LipidMediator	PGI3	PGI3	PGI3								
Shimadzu	LipidMediator	Resolvin E2	Resolvin E2	Resolvin E2								
Shimadzu	LipidMediator	TXA1	TXA1	TXA1								
Shimadzu	LipidMediator	TXA2	TXA2	TXA2								
Shimadzu	LipidMediator	TXA3	TXA3	TXA3								
