グループ	MapID	ソート用	マップ上の名前	名前	CAS	PubChem	KEGG	Inchikey	ChEBI	HMDB	Lipidmaps	lipid categories No.
otsuka	SBmap11	Sinapyl alcohol	Sinapyl alcohol		537-33-7	5280507	C02325	LZFOPEXOUVTGJS-ONEGZZNKSA-N	CHEBI:64557			
otsuka	SBmap07	Allantoin	Allantoin	(R)(-)-Allantoin	7303-80-2	439713	C02348	POJWUDADGALRAB-PVQJCKRUSA-N	CHEBI:15677			
otsuka	SBmap07	Aminobutyric acid	2-Aminobutyric acid	2-Aminobutyric acid;2-Aminobutanoic acid;2-Aminobutanoic acid	1492-24-6	80283	C02356	QWCKQJZIFLGMSD-VKHMYHEASA-N	CHEBI:35619			
otsuka	SBmap07	Hydroxyadipic acid	2-Hydroxyadipic acid	2-Hydroxyadipic acid	18294-85-4	193530	C02360	OTTXIFWBPRRYOG-UHFFFAOYSA-N	CHEBI:17023			
otsuka	SBmap04	Oxosuccinamate	2-Oxosuccinamate	2-Oxosuccinamate	33239-40-6	439716	C02362	ONGPAWNLFDCRJE-UHFFFAOYSA-N	CHEBI:16327			
otsuka	SBmap11	Methylcytosine	5-Methylcytosine	5-Methylcytosine	0554-01-08	65040	C02376	LRSASMSXMSNRBT-UHFFFAOYSA-N	CHEBI:27551			
otsuka	SBmap11	Cinnamyl alcohol	Cinnamyl alcohol		104-54-1	5315892	C02394	OOCCDEMITAIZTP-UHFFFAOYSA-N	CHEBI:17177			
nishimoto	SBmap11	L-Homocitrulline	Homocitrulline		1190-49-4	65072	C02427	XIGSAGMEBXLVJJ-YFKPBYRVSA-N	CHEBI:17443			
nishimoto	SBmap11	alpha-Methylbenzylamine	1-Phenylethylamine		98-84-0 618-36-0	7408	C02455	RQEUFEKYXDPUSK-UHFFFAOYSA-N	CHEBI:670			
nishimoto	SBmap11	Xanthurenic acid	Xanthurenic acid		59-00-7	5699	C02470	FBZONXHGGPHHIY-UHFFFAOYSA-N	CHEBI:71201			
nishimoto	SBmap11	Methyladenosine	1-Methyladenosine	1-Methyladenosine	15763-06-01	27476	C02494	GFYLSDSUCHVORB-IOSLPCCCSA-N	CHEBI:16020			
nishimoto	SBmap07	Isopropylmalic acid	2-Isopropylmalic acid	2-Isopropylmalic acid	3237-44-3	5280523	C02504	BITYXLXUCSKTJS-UHFFFAOYSA-N	CHEBI:1178;35128			
nishimoto	SBmap11	Cyano-L-alanine	3-Cyano-L-alanine	3-Cyano-L-alanine	6232-19-5	439742	C02512	BXRLWGXPSRYJDZ-VKHMYHEASA-N	CHEBI:16934			
nishimoto	SBmap10	Chenodeoxycholate	CDCA	Chenodeoxycholate;Chenodeoxycholic acid;5beta-cholanic acid-3alpha,7alpha-diol	474-25-9	10133	C02528	RUDATBOHQWOJDD-BSWAIDMHSA-N	CHEBI:16755	HMDB0000518		
nishimoto	SBmap07	Acetylcarnitine	Acetylcarnitine	Acetylcarnitine;O-Acetylcarnitine	3040-38-8	439756	C02571	RDHQFKQIGNGIED-MRVPVSSYSA-O	CHEBI:15960;57589			
nishimoto	SBmap10	Tauro-lithocholate	TLCA	Tauro-lithocholate;Taurolithocholic acid;5beta-cholanic acid-3alpha-ol-N-(2-sulphoethyl)-amide	516-90-5	439763	C02592	QBYUNVOYXHFVKC-GBURMNQMSA-N	CHEBI:36259	HMDB0000722		
nishimoto	SBmap07	Acetyl-Ornithine	N-Acetyl-Ornithine	N-Acetyl-Ornithine	6205-08-9	439232	C00437	JRLGPAXAGHMNOL-LURJTMIESA-N	CHEBI:16543			
nishimoto	SBmap07	Dehydroshikimic acid	3-Dehydroshikimic acid	3-Dehydroshikimic acid	2922-42-1	439774	C02637	SLWWJZMPHJJOPH-PHDIDXHHSA-N	CHEBI:30918;16630			
nishimoto	SBmap07	Ureidopropionic acid	Ureidopropionic acid	Ureidopropionic acid	462-88-4	111	C02642	JSJWCHRYRHKBBW-UHFFFAOYSA-N	CHEBI:18261			
nishimoto	SBmap07	Pimelic acid	Pimelic acid	Pimelic acid;Pimelic acid;Pimelic acid	111-16-0	385	C02656	WLJVNTCWHIRURA-UHFFFAOYSA-N	CHEBI:30531			
nishimoto	SBmap07	Coniferyl aldehyde	Coniferyl aldehyde	Coniferyl aldehyde	458-36-6	5280536	C02666	DKZBBWMURDFHNE-NSCUHMNNSA-N	CHEBI:16547			
nishimoto	SBmap07	Glucuronic acid lactone	Glucuronic acid lactone	Glucuronic acid lactone	32449-92-6	92283	C02670	UYUXSRADSPPKRZ-SKNVOMKLSA-N	CHEBI:18268			
nishimoto	SBmap07	Ribonolactone	Deoxyribonolactone	Deoxyribonolactone	34371-14-7	161815	C02674	YIXDEYPPAGPYDP-IUYQGCFVSA-N	CHEBI:17281			
nishimoto	SBmap07	Dodecanedioic acid	Dodecanedioic acid	Dodecanedioic acid	693-23-2	12736	C02678	TVIDDXQYHWJXFK-UHFFFAOYSA-N	CHEBI:4676			
nishimoto	SBmap07	Lauric acid	Dodecanedioic acid	Dodecanedioic acid	0143-7-7	3893	C02679	POULHZVOKOAJMA-UHFFFAOYSA-N	CHEBI:30805;18262			
nishimoto	SBmap07	Formylkynurenine	Formylkynurenine	Formylkynurenine	1022-31-7	439788	C02700	BYHJHXPTQMMKCA-QMMMGPOBSA-N	CHEBI:30249			
nishimoto	SBmap11	N-Acetyl-L-leucine	N-Acetyl-Leu		1188-21-2	70912	C02710	WXNXCEHXYPACJF-ZETCQYMHSA-N	CHEBI:17786			
nishimoto	SBmap07	Acetyllysine	N6-Acetyllysine	N6-Acetyllysine	0692-04-06	92832	C02727	DTERQYGMUDWYAZ-ZETCQYMHSA-N	CHEBI:17752			
nishimoto	SBmap11	2-Methylpropanamine	2-Methylpropanamine	2-Methylpropanamine	78-81-9	6558	C02787	KDSNLYIMUZNERS-UHFFFAOYSA-N	CHEBI:15997			
nishimoto	SBmap07	Hydroxy-kynurenine	3-Hydroxy-kynurenine	3-Hydroxy-kynurenine;3-Hydroxykynurenine;3-Hydroxykynurenine	2147-61-7	89	C02794	VCKPUUFAIGNJHC-UHFFFAOYSA-N	CHEBI:1547			
nishimoto	SBmap03	Cyanocobalamin	Cyanocobalamin	Cyanocobalamin	68-19-9	24892734	C02823	RMRCNWBMXRMIRW-WZHZPDAFSA-L	CHEBI:17439			
nishimoto	SBmap11	Homoserine lactone	Homoserine lactone		1192-20-7	73509	C02926	QJPWUUJVYOJNMH-UHFFFAOYSA-N	CHEBI:17289			
nishimoto	SBmap07	Glycerol 2-phosphate	Glycerol 2-phosphate	Glycerol 2-phosphate;G2P	17181-54-3	2526	C02979	DHCLVCXQIBBOPH-UHFFFAOYSA-N	CHEBI:17270			
nishimoto	SBmap07	Methionine S-oxide	Methionine S-oxide	Methionine S-oxide;Methionine sulfoxide	3226-65-1	158980	C02989	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	CHEBI:17016			
nishimoto	SBmap05	Aspartylphosphate	4-Aspartylphosphate	4-Aspartylphosphate	22138-53-0	152441	C03082	IXZNKTPIYKDIGG-REOHCLBHSA-N	CHEBI:15836			
nishimoto	SBmap11	Hydroxymethyluracil	5-Hydroxymethyluracil	5-Hydroxymethyluracil	4433-40-3	78168	C03088	JDBGXEHEIRGOBU-UHFFFAOYSA-N	CHEBI:16964			
nishimoto	SBmap11	Dimethylbenzimidazole	Dimethylbenzimidazole		582-60-5	675	C03114	LJUQGASMPRMWIW-UHFFFAOYSA-N	CHEBI:15890			
otsuka	SBmap11	N-Formyl-L-methionine	N-Formylm-Met		4289-98-9	439750	C03145	PYUSHNKNPOHWEZ-YFKPBYRVSA-N	CHEBI:16552			
otsuka	SBmap07	Hydroxyglutaric acid	2-Hydroxyglutaric acid	2-Hydroxyglutaric acid	13095-48-2	439939	C03196	HWXBTNAVRSUOJR-VKHMYHEASA-N	CHEBI:32797			
otsuka	SBmap07	Phosphohydroxypyruvate	3-Phosphohydroxypyruvate	3-Phosphohydroxypyruvate	3913-50-6	105	C03232	LFLUCDOSQPJJBE-UHFFFAOYSA-N	CHEBI:30933			
otsuka	SBmap07	Hydroxyisocaproic acid	2-Hydroxyisocaproic acid	2-Hydroxyisocaproic acid	20312-37-2	439960	C03264	LVRFTAZAXQPQHI-RXMQYKEDSA-N	CHEBI:55534			
otsuka	SBmap07	gamma-Glutamyl-5-phosphate	gamma-Glutamyl-5-phosphate	L-Glutamyl 5-phosphate	13254-53-0	193475	C03287	PJRXVIJAERNUIP-VKHMYHEASA-N	CHEBI:17798			
otsuka	SBmap11	Bisphosphoglycerate	2,3-BPG	2,3-Bisphosphoglycerate	138-81-8	61	C03339	XOHUEYCVLUUEJJ-UHFFFAOYSA-N	CHEBI:28907			
shima	SBmap11	D-Galactose 1-phosphate	Ga1P	D-Galactose 1-phosphate	2255-14-3		C03384	HXXFSFRBOHSIMQ-SVZMEOIVSA-N	CHEBI:37480			
shima	SBmap07	Argininosuccinic acid	Argininosuccinic acid;L-Argininosuccinate	Argininosuccinic acid;L-Argininosuccinate;Argininosuccinate	2387-71-5	16950	C03406	KDZOASGQNOPSCU-WDSKDSINSA-N				
shima	SBmap11	Ketoisoleucine	Ketoisoleucine	3-Methyl-2-oxopentanoate	1460-34-0	6284	C03465	JVQYSWDUAOAHFM-UHFFFAOYSA-N	CHEBI:35932			
shima	SBmap11	Folinic acid	Folinic acid		121451-09-0		C03479	VVIAGPKUTFNRDU-ABLWVSNPSA-N	CHEBI:15640			
shima	SBmap07	Aminoketobutylate	Aminoketobutylate	L-2-Amino-3-oxobutanoic acid		6318	C03508	SAUCHDKDCUROAO-VKHMYHEASA-N	CHEBI:40673			
shima	SBmap11	Ciliatine	Ciliatine		2041-14-7		C03557	QQVDJLLNRSOCEL-UHFFFAOYSA-N	CHEBI:15573			
shima	SBmap07	Dimethylarginine	Dimethylarginine	Dimethylarginine;N,N-Dimethylarginine;Asymmetric dimethyl-Arg	102783-24-4	123831	C03626	YDGMGEXADBMOMJ-LURJTMIESA-N	CHEBI:17929			
shima	SBmap01		Asymmetric dimethylarginine	Asymmetric dimethylarginine;N,N-Dimethylarginine;Asymmetric dimethyl-Arg			C03626	YDGMGEXADBMOMJ-LURJTMIESA-N	CHEBI:17929			
shima	SBmap01		Symmetric dimethylarginine	Symmetric dimethylarginine;N,N-Dimethylarginine;Asymmetric dimethyl-Arg			C03626	YDGMGEXADBMOMJ-LURJTMIESA-N	CHEBI:17929			
shima	SBmap11	Kestose	1-Kestose	1F-beta-D-Fructosylsucrose	470-69-9		C03661	VAWYEUIPHLMNNF-OESPXIITSA-N	CHEBI:16885			
shima	SBmap07	Aminoisobutyric acid	2-Aminoisobutyric acid	2-Amino-2-methylpropanoate	62-57-7	6443	C03665	FUOOLUPWFVMBKG-UHFFFAOYSA-N	CHEBI:27971			
shima	SBmap07	Hydroxyphenyllactic acid	4-Hydroxyphenyllactic acid	4-Hydroxyphenyllactic acid	6482-98-0	6448	C03672	JVGVDSSUAVXRDY-UHFFFAOYSA-N	CHEBI:17385			
shima	SBmap07	Imidazolone propionate	Imidazolone propionate	4-Imidazolone-5-propanoate	17340-16-8	6455	C03680	HEXMLHKQVUFYME-UHFFFAOYSA-N	CHEBI:27384			
shima	SBmap07	Quinolinic acid	Quinolinic acid	Quinolinic acid;2,3-Pyridinedicarboxylic acid	89-00-9	1066	C03722	GJAWHXHKYYXBSV-UHFFFAOYSA-N	CHEBI:16675			
shima	SBmap07	Dopamine	Dopamine	Dopamine	51-61-6	681	C03758	VYFYYTLLBUKUHU-UHFFFAOYSA-N	CHEBI:18243			
shima	SBmap07	Hydroxy-3-methylglutaric acid	3-Hydroxy-3-methylglutaric acid	3-Hydroxy-3-methylglutaric acid;3-Hydroxy-3-methylglutaric acid	503-49-1	1662	C03761	NPOAOTPXWNWTSH-UHFFFAOYSA-N	CHEBI:16831			
shima	SBmap11	N6,N6,N6-Trimethyl-L-lysine	Trimethyl-Lys	N6,N6,N6-Trimethyl-L-lysine	23284-33-5		C03793	MXNRLFUSFKVQSK-QMMMGPOBSA-N				
shima	SBmap07	Adenylsuccinic acid	Adenylsuccinic acid	Adenylsuccinic acid;Adenylosuccinic acid;Succinyl AMP	19046-78-7	447145	C03794	OFBHPPMPBOJXRT-VWJPMABRSA-N				
shima	SBmap11	Hydroxy-1,4-naphthoquinone	Juglone	5-Hydroxy-1,4-naphthoquinone	481-39-0	6579	C03840	KQPYUDDGWXQXHS-UHFFFAOYSA-N	CHEBI:15794			
shima	SBmap04	L-1-Pyrroline-5-carboxylate	L-1-Pyrroline-5-carboxylate	L-1-Pyrroline-5-carboxylate		6642	C03912	DWAKNKKXGALPNW-BYPYZUCNSA-N	CHEBI:371			
shima	SBmap10	Lithocholate	LCA	Lithocholate;Lithocholic acid;5beta-cholanic acid-3alpha-ol	434-13-9	6705	C03990	SMEROWZSTRWXGI-HVATVPOCSA-N	CHEBI:16325	HMDB0000761		
shima	SBmap07	Aminoadipialdehyde	Allysine	2-Aminoadipate 6-semialdehyde	1118-90-7	17917	C04076	GFXYTQPNNXGICT-YFKPBYRVSA-N	CHEBI:17917			
shima	SBmap07	Octopamine	Octopamine	Octopamine	104-14-3	4581	C04227	QHGUCRYDKWKLMG-QMMMGPOBSA-N				
shima	SBmap11	N-Acetyl-D-glucosamine 1-phosphate	N-Acetyl-glucosamine-1P		6866-69-9		C04256	FZLJPEPAYPUMMR-RTRLPJTCSA-N	CHEBI:7125			
shima	SBmap10	Deoxycholate	DCA	Deoxycholate;Deoxycholic acid;5beta-cholanic acid-3alpha,12alpha-diol	115349-14-9		C04483	KXGVEGMKQFWNSR-LLQZFEROSA-N	CHEBI:28834	HMDB0000626		
shima	SBmap11	Dihydroneopterin	7,8-Dihydroneopterin	7,8-Dihydroneopterin	1218-98-0		C04874	YQIFAMYNGGOTFB-XINAWCOVSA-N	CHEBI:17001			
shima	SBmap07	Xylulose	Xylulose	D-Xylulose	551-84-8	3604	C00310	ZAQJHHRNXZUBTE-UHFFFAOYSA-N				
shima	SBmap10	Taurocholate	TCA	Tauro-cholate;TCA;Taurocholic acid;5beta-cholanic acid-3alpha,7alpha,12alpha-triol-N-(2-sulpho-ethyl)-amide	81-24-3	7544	C05122	FZLMIZAHBFKTSH-IECFWMJSSA-N		HMDB0000036		
shima	SBmap11	Methylhistamine	1-Methylhistamine	1-Methylhistamine	501-75-7	7548	C05127	FHQDWPCFSJMNCT-UHFFFAOYSA-N	CHEBI:29009			
shima	SBmap07	Aminoisobutyric acid	3-Aminoisobutyric acid	3-Aminoisobutyric acid;DL-3-Aminoisobutyric acid;3-Aminoisobutanoic acid	144-90-1	7563	C05145	QCHPKSFMDHPSNR-UHFFFAOYSA-N	CHEBI:27389			
shima	SBmap11	Hydroxymandelate	4-Hydroxymandelate		13244-78-5		C05343	YHXHKYRQLYQUIH-SSDOTTSWSA-N	CHEBI:32803			
shima	SBmap07	Sedoheptulose 7-phosphate	Sedoheptulose 7-phosphate	Sedoheptulose 7-phosphate;D-Sedoheputulose 7-phosphate;S7P	2646-35-7	7756	C05382	JDTUMPKOJBQPKX-GBNDHIKLSA-N	CHEBI:15721			
shima	SBmap11	Melibiose	Melibiose		585-99-9	7769	C05402	DLRVVLDZNNYCBX-ABXHMFFYSA-N	CHEBI:28053			
shima	SBmap11	Dehydro-L-ascorbic acid	Dehydroascorbic acid		490-83-5	7786	C05422	SBJKKFFYIZUCET-JLAZNSOCSA-N	CHEBI:27956			
shima	SBmap13	Ergocalciferol	Ergocalciferol	Ergocalciferol		7803	C05441	MECHNRXZTMCUDQ-RKHKHRCZSA-N	CHEBI:28934			
shima	SBmap07	Cholecalciferol	Cholecalciferol	Cholecalciferol	67-97-0	7805	C05443	QYSXJUFSXHHAJI-YRZJJWOYSA-N	CHEBI:28940			
shima	SBmap10	Tauro-deoxycholate	TDCA	Tauro-deoxycholate;Taurodeoxycholic acid;5beta-cholanic acid-3alpha,12alpha-diol-N-(2-sulphoethyl)-amide			C05463	AWDRATDZQPNJFN-JCAYPLLTSA-N		HMDB0000896		
shima	SBmap10	Glyco-deoxycholate	GDCA	Glyco-deoxycholate;Glycodeoxycholic acid;5beta-cholanic acid-3alpha,12alpha-diol-N-(carboxymethyl)-amide	360-65-6	7824	C05464	WVULKSPCQVQLCU-BUXLTGKBSA-N	CHEBI:27471			
shima	SBmap10	Tauro-chenodeoxycholate	TCDCA	Tauro-chenodeoxycholate;Taurochenodeoxycholic acid;5beta-cholanic acid-3alpha,7alpha-diol-N-(2-sulpho-ethyl)-amide	516-35-8	7825	C05465	BHTRKEVKTKCXOH-BJLOMENOSA-N	CHEBI:16525	HMDB0000951		
shima	SBmap10	Glyco-chenodeoxycholate	GCDCA	Glyco-chenodeoxycholate;Glycochenodeoxycholic acid;5beta-cholanic acid-3alpha,7alpha-diol-N-(carboxymethyl)-amide	640-79-9	7826	C05466	GHCZAUBVMUEKKP-GYPHWSFCSA-N	CHEBI:36274	HMDB0000637		
shima	SBmap11	Deoxyinosine	Deoxyinosine	Deoxyinosine	890-38-0		C05512	VGONTNSXDCQUGY-RRKCRQDMSA-N	CHEBI:28997			
shima	SBmap11	L-Allothreonine	Allothreonine	L-Allothreonine	144-98-9	7864	C05519	AYFVYJQAPQTCCC-HRFVKAFMSA-N	CHEBI:28718			
shima	SBmap07	Sulfinopyruvate	3-Sulfinopyruvate	3-Sulfinopyruvate	88947-38-0	7870	C05527	JXYLQEMXCAAMOL-UHFFFAOYSA-N	CHEBI:1665			
shima	SBmap11	Imidazole lactate	Imidazole lactate	Imidazole lactate	14403-45-3		C05568	ACZFBYCNAVEFLC-UHFFFAOYSA-N	CHEBI:27487			
shima	SBmap07	Aminoglutaric acid	3-Aminoglutaric acid	3-Aminoglutaric acid;Beta-glutamic acid;Beta-Glu,3-Aminopentanedioate	1948-48-7	73064	C05574	BBJIPMIXTXKYLZ-UHFFFAOYSA-N	CHEBI:28791			
shima	SBmap07	Dihydroxymandelic acid	3,4-Dihydroxymandelic acid	3,4-Dihydroxymandelic acid;D,L-3,4-Dihydroxymandelic acid	0775-01-9	7906	C05580	RGHMISIYKIHAJW-UHFFFAOYSA-N	CHEBI:27637			
shima	SBmap07	Homovanillic acid	Homovanillic acid	Homovanillic acid;3-Methoxy-4-hydroxyphenylacetate	 306-08-1	1738	C05582	QRMZSPFSDQBLIX-UHFFFAOYSA-N	CHEBI:545959			
shima	SBmap07	Vanilmandelic acid	Vanilmandelic acid	Vanilmandelic acid;Vanillylmandelic acid;Vanillylmandelic acid	55-10-7	7910	C05584	BTCSSZJGUNDROE-UHFFFAOYSA-N	CHEBI:16865			
shima	SBmap11	L-Normetanephrine	Normetanephrine	L-Normetanephrine		6277	C05589	YNYAYWLBAHXHLL-QMMMGPOBSA-N	CHEBI:6277			
shima	SBmap07	Hydroxyphenylacetic acid	3-Hydroxyphenylacetic acid	3-Hydroxyphenylacetic acid	621-37-4	12122	C05593	FVMDYYGIDFPZAX-UHFFFAOYSA-N	CHEBI:17445			
shima	SBmap07	Phenyllactic acid	3-Phenyllactic acid	Phenyllactate	7326-19-4	7930	C05607	VOXXWSYKYCBWHO-MRVPVSSYSA-N	CHEBI:32978			
shima	SBmap11	Sinapyl aldehyde	Sinapyl aldehyde	Sinapyl aldehyde	4206-58-0		C05610	CDICDSOGTRCHMG-ONEGZZNKSA-N	CHEBI:27949			
shima	SBmap11	Hydrocinnamate	Hydrocinnamate	3-Phenyl-propionic acid	501-52-0	7943	C05629	XMIIGOLPHOKFCH-UHFFFAOYSA-N				
shima	SBmap11	Hydroxyindoleacetate	5-HIAA	5-Hydroxyindoleacetate			C05635	DUUGKQCEGZLZNO-UHFFFAOYSA-N	CHEBI:27823			
noguchi	SBmap07	Methoxytryptamine	5-Methoxytryptamine	5-Methoxytryptamine	0608-07-01	1833	C05659	JTEJPPKMYBDEMY-UHFFFAOYSA-N	CHEBI:2089			
noguchi	SBmap11	S-Sulfo-L-cysteine	S-Sulfo-Cys		1637-71-4	115015	C05824	NOKPBJYHPHHWAN-REOHCLBHSA-N	CHEBI:27891			
noguchi	SBmap07	Hydroxyphenylacetic acid	2-Hydroxyphenylacetic acid	2-Hydroxyphenylacetic acid	614-75-5	11970	C05852	CCVYRRGZDBSHFU-UHFFFAOYSA-N	CHEBI:28478			
noguchi	SBmap11	Kaempferol	Kaempferol		520-18-3	5280863	C05903	IYRMWMYZSQPJKC-UHFFFAOYSA-N	CHEBI:28499			
noguchi	SBmap11	Cyanidin	Cyanidin		528-58-5	128861	C05905	VEVZSMAEJFVWIL-UHFFFAOYSA-O	CHEBI:27843			
noguchi	SBmap07	Hydroxybutyric acid	2-Hydroxybutyric acid	2-Hydroxybutyric acid;DL-2-Hydroxybutyric acid	600-15-7	440864	C05984	AFENDNXGAFYKQO-VKHMYHEASA-N	CHEBI:1148			
noguchi	SBmap11	Hydroxyphenylethanol	Tyrosol	4-Hydroxyphenylethanol	501-94-0	10393	C06044	YCCILVSKPBXVIP-UHFFFAOYSA-N	CHEBI:1879			
noguchi	SBmap07	Adipic acid	Adipic acid	Adipic acid	0124-04-09	196	C06104	WNLRTRBMVRJNCN-UHFFFAOYSA-N	CHEBI:30832			
noguchi	SBmap11	Alpha-D-Glucosamine 1-phosphate	Glucosamine 1P	alpha-D-Glucosamine 1-phosphate;D-Glucosamine 1-phosphate	2152-75-2	188960	C06156	YMJBYRVFGYXULK-QZABAPFNSA-N	CHEBI:27625			
noguchi	SBmap11	Biopterin	Biopterin	Biopterin;2-Amino-6-(1,2-dihydroxypropyl)-4(1H)-pteridinone	22150-76-1	135398729	C06313	LHQIJBMDNUYRAM-UHFFFAOYSA-N	CHEBI:15373			
tsuji	SBmap11	Terephthalic acid	Terephthalic acid		100-21-0	7489	C06337	KKEYFWRCBNTPAC-UHFFFAOYSA-N	CHEBI:15702			
tsuji	SBmap11	Tetrahydropapaveroline	Tetrahydropapaveroline		4747-99-3	18519	C06350	ABXZOXDTHTTZJW-UHFFFAOYSA-N	CHEBI:28770			
tsuji	SBmap11	L-Allo-Isoleucine	AlloIle		1509-34-8	99288	C21096	AGPKZVBTJJNPAG-UHNVWZDZSA-N	CHEBI:27730			
tsuji	SBmap07	Octanoic acid	Octanoic acid	Octanoic acid;FFA 8:0	0124-07-02	379	C06423	WWZKQHOCKIZLMA-UHFFFAOYSA-N	CHEBI:28837			
tsuji	SBmap07	Myristic acid	Myristic acid	Myristic acid	544-63-8	11005	C06424	TUNFSRHWOTWDNC-UHFFFAOYSA-N	CHEBI:28875			
tsuji	SBmap07	Eicosapentaenoic acid	Eicosapentaenoic acid	Eicosapentaenoic acid	10417-94-4	446284	C06428	JAZBEHYOTPTENJ-JLNKQSITSA-N	CHEBI:28364			
tsuji	SBmap07	Docosahexaenoic acid	Docosahexaenoic acid	Docosahexaenoic acid	6217-54-5	445580	C06429	MBMBGCFOFBJSGT-KUBAVDMBSA-N	CHEBI:28125			
tsuji	SBmap07	Psicose	Psicose	Psicose;D-Psicose	551-68-8	441036	C06468	BJHIKXHVCXFQLS-PUFIMZNGSA-N	CHEBI:27605			
tsuji	SBmap11	Dehydro-D-gluconate	2-Dehydrogluconate	2-Dehydro-D-gluconate	669-90-9	3035456	C06473	VBUYCZFBVCCYFD-JJYYJPOSSA-N	CHEBI:27469			
tsuji	SBmap11	Genistein	Genistein		446-72-0	5280961	C06563	TZBJGXHYKVUXJN-UHFFFAOYSA-N	CHEBI:28088			
tsuji	SBmap07	Methoxy-4-hydroxybenzoic acid	3-Methoxy-4-hydroxybenzoic acid	3-Methoxy-4-hydroxybenzoic acid;Vanillic acid;Vanillic acid	121-34-6	8468	C06672	WKOLLVMJNQIZCI-UHFFFAOYSA-N	CHEBI:30816			
tsuji	SBmap11	Toluenesulfonic acid	4-Toluenesulfonic acid	4-Toluenesulfonic acid	104-15-4	6101	C06677	JOXIMZWYDAKGHI-UHFFFAOYSA-N	CHEBI:27849			
otsuka	SBmap11	Methylbenzaldehyde	4-Methylbenzaldehyde	4-Methylbenzaldehyde	104-87-0	7725	C06758	FXLOVSHXALFLKQ-UHFFFAOYSA-N	CHEBI:28617			
tsuji	SBmap07	Triethanolamine	Triethanolamine	Triethanolamine	102-71-6	7618	C06771	GSEJCLTVZPLZKY-UHFFFAOYSA-N	CHEBI:28621			
shima	SBmap11	Acetaminophen	Acetaminophen	Acetaminophen	103-90-2	9023	C06804	RZVAJINKPMORJF-UHFFFAOYSA-N				
shima	SBmap03	N-Acetylcysteine	N-Acetylcysteine	Acetylcysteine	616-91-1	9028	C06809	PWKSKIMOESPYIA-BYPYZUCNSA-N	CHEBI:28939			
shima	SBmap11	Lidocaine (IS)	Lidocaine (IS)	Lidocaine	137-58-6	9284	C07073	NNJVILVZKWQKPM-UHFFFAOYSA-N				
tsuji	SBmap07	Phenylacetic acid	Phenylacetic acid	Phenylacetic acid	103-82-2	999	C07086	WLJVXDMOQOGPHL-UHFFFAOYSA-N	CHEBI:30745			
otsuka	SBmap07	Theophylline	Theophylline	Theophylline	58-55-9	2153	C07130	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	CHEBI:28177			
otsuka	SBmap07	Valproic acid	Valproic acid	Valproic acid	99-66-1	3121	C07185	NIJJYAXOARWZEE-UHFFFAOYSA-N	CHEBI:39867			
otsuka	SBmap11	Methyldopa	Methyldopa		555-30-6	38853	C07194	CJCSPKMFHVPWAR-JTQLQIEISA-N	CHEBI:61058			
otsuka	SBmap07	Metoprolol	Metoprolol	Metoprolol	51384-51-1	4171	C07202	IUBSYMUCCVWXPE-UHFFFAOYSA-N	CHEBI:6904			
otsuka	SBmap11	Methylbenzoic acid	2-Methylbenzoic acid		118-90-1	8373	C07215	ZWLPBLYKEWSWPD-UHFFFAOYSA-N	CHEBI:36632			
otsuka	SBmap11	Ofloxacin	Ofloxacin		82419-36-1	4583	C07321	GSDSWSVVBLHKDQ-UHFFFAOYSA-N	CHEBI:7731			
otsuka	SBmap07	Anhydro-glucitol	1,5-Anhydro-glucitol	1,5-Anhydro-glucitol;1,5-Anhydro-D-glucitol;1,5-AG	154-58-5	64960	C07326	MPCAJMNYNOGXPB-SLPGGIOYSA-N	CHEBI:16070			
otsuka	SBmap11	Sulfanilamide	Sulfanilamide	Sulfanilamide	63-74-1	5333	C07458	FDDDEECHVMSUSB-UHFFFAOYSA-N	CHEBI:45373			
otsuka	SBmap07	Stearic acid	Stearic acid	Stearic acid;Caffeine;Caffeine	58-08-2	2519	C07481	RYYVLZVUVIJVGH-UHFFFAOYSA-N	CHEBI:27732			
otsuka	SBmap07	Hydroxyhippuric acid	2-Hydroxyhippuric acid	2-Hydroxyhippuric acid;Salicyluric acid	487-54-7	10253	C07588	ONJSZLXSECQROL-UHFFFAOYSA-N	CHEBI:9008			
otsuka	SBmap10	Ursodeoxycholate	UDCA	Ursodeoxycholic acid;Ursodeoxycholate;5beta-cholanic acid-3alpha,7beta-diol	128-13-2	31401	C07880	RUDATBOHQWOJDD-UZVSRGJWSA-N	CHEBI:9907	HMDB0000946		
otsuka	SBmap11	Gentiobiose	Gentiobiose		554-91-6	441422	C08240	DLRVVLDZNNYCBX-LIZSDCNHSA-N	CHEBI:71422			
otsuka	SBmap11	Melezitose	Melezitose		597-12-6	92817	C08243	QWIZNVHXZXRPDR-WSCXOGSTSA-N	CHEBI:6731			
otsuka	SBmap07	Azelaic acid	Azelaic acid	Azelaic acid	123-99-9	2266	C08261	BDJRBEYXGGNYIS-UHFFFAOYSA-N	CHEBI:48131			
otsuka	SBmap11	Isovaleric acid	Isovaleric acid	3-Methylbutanoic acid	503-74-2	10430	C08262	GWYFCOCPABKNJV-UHFFFAOYSA-N	CHEBI:28484			
